video_id,unitLabel,moduleLabel
"i4x-Medicine-HRP258-videoalpha-09839728fc9c48b5b580f17b5b348edd","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 5: Diagnostic testing"
"i4x-Medicine-HRP258-videoalpha-4820b254e28c4889b760884ffd049ce7","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-4820b254e28c4889b760884ffd049ce7","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-fb6c54c79b9b4d56b17959e76e94a142","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-fb6c54c79b9b4d56b17959e76e94a142","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-bfd2263c718948ec8db8d047dc1ecf17","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-bfd2263c718948ec8db8d047dc1ecf17","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-f0808c347a4c45f69c7bf337e100d910","Unit 1: Descriptive Statistics and Looking at Data","Unit 1 R exercise 1 (Optional)"
"i4x-Medicine-HRP258-videoalpha-f0808c347a4c45f69c7bf337e100d910","Unit 1: Descriptive Statistics and Looking at Data","Unit 1 R exercise 1 (Optional)"
"i4x-Medicine-HRP258-videoalpha-4820b254e28c4889b760884ffd049ce7","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-4820b254e28c4889b760884ffd049ce7","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-fb6c54c79b9b4d56b17959e76e94a142","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-fb6c54c79b9b4d56b17959e76e94a142","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-43468b07b99c435dbc104418cb97ecf9","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 2: Measures of disease frequency"
"i4x-Medicine-HRP258-videoalpha-4479ab0525d84081b99d1ce56a7d3554","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-4479ab0525d84081b99d1ce56a7d3554","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-4e73c751faa34990a9e0fe9f5b93fa03","Unit 4: Probability Distributions","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-4e73c751faa34990a9e0fe9f5b93fa03","Unit 4: Probability Distributions","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-91559cffc4c3418592a75e29ccd6bb03","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-91559cffc4c3418592a75e29ccd6bb03","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-87a8ea6a213e406eb264f518bafdb49c","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-87a8ea6a213e406eb264f518bafdb49c","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-2ebda0c79d3043c4b7699695425a30f3","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1 Optional: Calculating Probabilities: Permutations and Combinations"
"i4x-Medicine-HRP258-videoalpha-2ebda0c79d3043c4b7699695425a30f3","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1 Optional: Calculating Probabilities: Permutations and Combinations"
"i4x-Medicine-HRP258-videoalpha-655cbd5cd8994b009f8f4e3717a44cf7","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 4: Bayes' Rule"
"i4x-Medicine-HRP258-videoalpha-655cbd5cd8994b009f8f4e3717a44cf7","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 4: Bayes' Rule"
"i4x-Medicine-HRP258-videoalpha-e4432a9b3ca644de83b046d2a7e46566","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-e4432a9b3ca644de83b046d2a7e46566","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-a9f880c483de463295d6000ee15e0627","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-a9f880c483de463295d6000ee15e0627","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-9fdc173ccb8a48dc8777f5ccf1d48e50","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-9fdc173ccb8a48dc8777f5ccf1d48e50","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-09839728fc9c48b5b580f17b5b348edd","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 5: Diagnostic testing"
"i4x-Medicine-HRP258-videoalpha-09839728fc9c48b5b580f17b5b348edd","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 5: Diagnostic testing"
"i4x-Medicine-HRP258-videoalpha-8b6b66c8a4b642c49be0f90a05a1dc86","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-8b6b66c8a4b642c49be0f90a05a1dc86","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-a0ba620f03bf47d5a3d6120f0620423f","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-a0ba620f03bf47d5a3d6120f0620423f","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-6026fa53876c4a53b3a839ebea01bf7a","Unit 4: Probability Distributions","Module 5: The Normal and Standard Normal Distributions"
"i4x-Medicine-HRP258-videoalpha-6026fa53876c4a53b3a839ebea01bf7a","Unit 4: Probability Distributions","Module 5: The Normal and Standard Normal Distributions"
"i4x-Medicine-HRP258-videoalpha-e4432a9b3ca644de83b046d2a7e46566","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-e4432a9b3ca644de83b046d2a7e46566","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-cb6076d965824dbcb6a3a4aa8c7a03af","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-cb6076d965824dbcb6a3a4aa8c7a03af","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-7265c190ac1d4547b5ae8000335d8fa1","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-7265c190ac1d4547b5ae8000335d8fa1","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-78be3f877b1f483db553aeaca3cd4619","Unit 4: Probability Distributions","Module 7: Assessing Normality in Data (7:03)"
"i4x-Medicine-HRP258-videoalpha-78be3f877b1f483db553aeaca3cd4619","Unit 4: Probability Distributions","Module 7: Assessing Normality in Data (7:03)"
"i4x-Medicine-HRP258-videoalpha-a9f880c483de463295d6000ee15e0627","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-a9f880c483de463295d6000ee15e0627","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-f0808c347a4c45f69c7bf337e100d910","Unit 1: Descriptive Statistics and Looking at Data","Unit 1 R exercise 1 (Optional)"
"i4x-Medicine-HRP258-videoalpha-f0808c347a4c45f69c7bf337e100d910","Unit 1: Descriptive Statistics and Looking at Data","Unit 1 R exercise 1 (Optional)"
"i4x-Medicine-HRP258-videoalpha-19c6ac866000493785075aaa12fad398","Unit 4: Probability Distributions","Module 3: Variance"
"i4x-Medicine-HRP258-videoalpha-19c6ac866000493785075aaa12fad398","Unit 4: Probability Distributions","Module 3: Variance"
"i4x-Medicine-HRP258-videoalpha-b84b2ece642c441f8a0579f75f19807e","Unit 5: Statistical Inference","Overview/Weekly Teaser"
"i4x-Medicine-HRP258-videoalpha-b84b2ece642c441f8a0579f75f19807e","Unit 5: Statistical Inference","Overview/Weekly Teaser"
"i4x-Medicine-HRP258-videoalpha-7e46cab6e310462abc22fc26aa5a1df1","Unit 5: Statistical Inference","Module 8: HIV Vaccine Trial/Bayesian Inference"
"i4x-Medicine-HRP258-videoalpha-7e46cab6e310462abc22fc26aa5a1df1","Unit 5: Statistical Inference","Module 8: HIV Vaccine Trial/Bayesian Inference"
"i4x-Medicine-HRP258-videoalpha-a003d276678449238edc0d485c507dfe","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-a003d276678449238edc0d485c507dfe","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-7e46cab6e310462abc22fc26aa5a1df1","Unit 5: Statistical Inference","Module 8: HIV Vaccine Trial/Bayesian Inference"
"i4x-Medicine-HRP258-videoalpha-7e46cab6e310462abc22fc26aa5a1df1","Unit 5: Statistical Inference","Module 8: HIV Vaccine Trial/Bayesian Inference"
"i4x-Medicine-HRP258-videoalpha-5b31fffebc8b476fa3a29daa0eb2024d","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-5b31fffebc8b476fa3a29daa0eb2024d","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-e4432a9b3ca644de83b046d2a7e46566","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-e4432a9b3ca644de83b046d2a7e46566","Solutions","Unit 2 Solutions"
"i4x-Medicine-HRP258-videoalpha-9ea2f5582ad749c7a44290b9512680be","Unit 8: Linear Regression  Part A","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-9ea2f5582ad749c7a44290b9512680be","Unit 8: Linear Regression  Part A","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-be496fded4f8424da9aacc553f480fa5","Unit 4: Probability Distributions","Module 5: The Normal and Standard Normal Distributions"
"i4x-Medicine-HRP258-videoalpha-be496fded4f8424da9aacc553f480fa5","Unit 4: Probability Distributions","Module 5: The Normal and Standard Normal Distributions"
"i4x-Medicine-HRP258-videoalpha-cda547c42bed4890a90d9508215b8fa0","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-cda547c42bed4890a90d9508215b8fa0","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-5ce998d44e594af3ab0344505e022f86","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-5ce998d44e594af3ab0344505e022f86","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-08e23e0a0e9a45a0be57452bb2d6ee7d","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 7: Introduction to Correlated Data"
"i4x-Medicine-HRP258-videoalpha-08e23e0a0e9a45a0be57452bb2d6ee7d","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 7: Introduction to Correlated Data"
"i4x-Medicine-HRP258-videoalpha-881e37cad38e42f99e96b3eba3e9538c","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-881e37cad38e42f99e96b3eba3e9538c","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a5ebaf5be89647a987e01ac4eff6dc63","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a5ebaf5be89647a987e01ac4eff6dc63","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a003d276678449238edc0d485c507dfe","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-a003d276678449238edc0d485c507dfe","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-c0894369c7e74119a4de3e455210bde0","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 4: P-value pitfalls: Don't compare P-values!"
"i4x-Medicine-HRP258-videoalpha-c0894369c7e74119a4de3e455210bde0","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 4: P-value pitfalls: Don't compare P-values!"
"i4x-Medicine-HRP258-videoalpha-71fa80262f7e482297c8fa9e5c90db3b","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 5: P-value pitfalls: Failure to prove an effect is not proof of no effect"
"i4x-Medicine-HRP258-videoalpha-71fa80262f7e482297c8fa9e5c90db3b","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 5: P-value pitfalls: Failure to prove an effect is not proof of no effect"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-67b77215c10243f1a20d81350909084a","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 2: Rules of Probability"
"i4x-Medicine-HRP258-videoalpha-67b77215c10243f1a20d81350909084a","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 2: Rules of Probability"
"i4x-Medicine-HRP258-videoalpha-9c0d99be3e5b4eb284bf01ebde6626d6","Unit 5: Statistical Inference","Module 3: Introduction to the Distribution of a Statistic"
"i4x-Medicine-HRP258-videoalpha-9c0d99be3e5b4eb284bf01ebde6626d6","Unit 5: Statistical Inference","Module 3: Introduction to the Distribution of a Statistic"
"i4x-Medicine-HRP258-videoalpha-b20be74d95b9442d81a40da6e3b8de9d","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-b20be74d95b9442d81a40da6e3b8de9d","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-c5cbefddbd55429b8a796a6521b9b752","Unit 1: Descriptive Statistics and Looking at Data","Module 5: Dispersion of the data (standard deviation  percentiles)"
"i4x-Medicine-HRP258-videoalpha-cec97ee1d9654ccc8e3937f3c4b988af","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-cec97ee1d9654ccc8e3937f3c4b988af","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-c29de3a18c264ff39ee17cd711add579","Unit 5: Statistical Inference","Module 7: Hypothesis Testing (p-values)"
"i4x-Medicine-HRP258-videoalpha-c29de3a18c264ff39ee17cd711add579","Unit 5: Statistical Inference","Module 7: Hypothesis Testing (p-values)"
"i4x-Medicine-HRP258-videoalpha-41d677412b2d4ce386e6e580fc9cf6b9","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 6: Regression Worries: Residual Confounding"
"i4x-Medicine-HRP258-videoalpha-41d677412b2d4ce386e6e580fc9cf6b9","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 6: Regression Worries: Residual Confounding"
"i4x-Medicine-HRP258-videoalpha-63d2af0f9cf54df59290d039dfc6e23c","Unit 8: Linear Regression  Part A","Module 4: Multiple Linear Regression and Statistical Adjustment"
"i4x-Medicine-HRP258-videoalpha-63d2af0f9cf54df59290d039dfc6e23c","Unit 8: Linear Regression  Part A","Module 4: Multiple Linear Regression and Statistical Adjustment"
"i4x-Medicine-HRP258-videoalpha-a35b3df40c2f44f0bdd0a238fb7e2bda","Unit 8: Linear Regression  Part A","Module 4: Multiple Linear Regression and Statistical Adjustment"
"i4x-Medicine-HRP258-videoalpha-a35b3df40c2f44f0bdd0a238fb7e2bda","Unit 8: Linear Regression  Part A","Module 4: Multiple Linear Regression and Statistical Adjustment"
"i4x-Medicine-HRP258-videoalpha-d5381a91d42e4f4eaf11cf47483aadc3","Unit 5: Statistical Inference","Module 2: Introduction to Statistical Inference"
"i4x-Medicine-HRP258-videoalpha-d5381a91d42e4f4eaf11cf47483aadc3","Unit 5: Statistical Inference","Module 2: Introduction to Statistical Inference"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-af2a429134c640c7810c9f3f9cf33f76","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 3: Probability Trees and Conditional Probability"
"i4x-Medicine-HRP258-videoalpha-2db4f6a3ecac4a94816f3aef385eedb5","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 5: Odds ratios can mislead"
"i4x-Medicine-HRP258-videoalpha-2db4f6a3ecac4a94816f3aef385eedb5","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 5: Odds ratios can mislead"
"i4x-Medicine-HRP258-videoalpha-19f3a16bf2964cfab2984c7b51c0be59","Unit 5: Statistical Inference","Module 5: Confidence Intervals (estimation)"
"i4x-Medicine-HRP258-videoalpha-19f3a16bf2964cfab2984c7b51c0be59","Unit 5: Statistical Inference","Module 5: Confidence Intervals (estimation)"
"i4x-Medicine-HRP258-videoalpha-8b6b66c8a4b642c49be0f90a05a1dc86","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-8b6b66c8a4b642c49be0f90a05a1dc86","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-543ad618bdeb4874a6c88e214f143627","Unit 5: Statistical Inference","Module 6: Where does the Margin of Error come from in Polls?"
"i4x-Medicine-HRP258-videoalpha-543ad618bdeb4874a6c88e214f143627","Unit 5: Statistical Inference","Module 6: Where does the Margin of Error come from in Polls?"
"i4x-Medicine-HRP258-videoalpha-3b4194cc506e4154a14a0204b48ebc8e","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-3b4194cc506e4154a14a0204b48ebc8e","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-5fd1260078054736a3f4934b2b57f8e3","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-5fd1260078054736a3f4934b2b57f8e3","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-19c6ac866000493785075aaa12fad398","Unit 4: Probability Distributions","Module 3: Variance"
"i4x-Medicine-HRP258-videoalpha-19c6ac866000493785075aaa12fad398","Unit 4: Probability Distributions","Module 3: Variance"
"i4x-Medicine-HRP258-videoalpha-ed9d567c4ccb4d078c0c929841495bbc","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-ed9d567c4ccb4d078c0c929841495bbc","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-a0ba620f03bf47d5a3d6120f0620423f","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-a0ba620f03bf47d5a3d6120f0620423f","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-b94e01e06eba47288c227ee729d0a25b","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 2: Practical Example: Interpreting results from Logistical Regression"
"i4x-Medicine-HRP258-videoalpha-b94e01e06eba47288c227ee729d0a25b","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 2: Practical Example: Interpreting results from Logistical Regression"
"i4x-Medicine-HRP258-videoalpha-7d526d22f20e42d2a572bf2791011991","Unit 7: Statistical Tests  Part A","Module 5: Comparing Proportions between more than 2 Groups"
"i4x-Medicine-HRP258-videoalpha-7d526d22f20e42d2a572bf2791011991","Unit 7: Statistical Tests  Part A","Module 5: Comparing Proportions between more than 2 Groups"
"i4x-Medicine-HRP258-videoalpha-90fb47a6289b4e15bdf54a5cc1b316e0","Unit 4: Probability Distributions","Module 4: The Binomial Distribution (11:02 / 17:13 / 7:23 / 5:04)"
"i4x-Medicine-HRP258-videoalpha-90fb47a6289b4e15bdf54a5cc1b316e0","Unit 4: Probability Distributions","Module 4: The Binomial Distribution (11:02 / 17:13 / 7:23 / 5:04)"
"i4x-Medicine-HRP258-videoalpha-63d2af0f9cf54df59290d039dfc6e23c","Unit 8: Linear Regression  Part A","Module 4: Multiple Linear Regression and Statistical Adjustment"
"i4x-Medicine-HRP258-videoalpha-63d2af0f9cf54df59290d039dfc6e23c","Unit 8: Linear Regression  Part A","Module 4: Multiple Linear Regression and Statistical Adjustment"
"i4x-Medicine-HRP258-videoalpha-7265c190ac1d4547b5ae8000335d8fa1","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-7265c190ac1d4547b5ae8000335d8fa1","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-f0d0ec8805004886a11f5a41e4425d02","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-f0d0ec8805004886a11f5a41e4425d02","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-f0d0ec8805004886a11f5a41e4425d02","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-f0d0ec8805004886a11f5a41e4425d02","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-5b31fffebc8b476fa3a29daa0eb2024d","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-5b31fffebc8b476fa3a29daa0eb2024d","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-4b632ade6da349f0a45e7c00f810aa0f","Unit 8: Linear Regression  Part A","R extra practice 3 (optional)"
"i4x-Medicine-HRP258-videoalpha-4b632ade6da349f0a45e7c00f810aa0f","Unit 8: Linear Regression  Part A","R extra practice 3 (optional)"
"i4x-Medicine-HRP258-videoalpha-5b31fffebc8b476fa3a29daa0eb2024d","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-5b31fffebc8b476fa3a29daa0eb2024d","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-543ad618bdeb4874a6c88e214f143627","Unit 5: Statistical Inference","Module 6: Where does the Margin of Error come from in Polls?"
"i4x-Medicine-HRP258-videoalpha-543ad618bdeb4874a6c88e214f143627","Unit 5: Statistical Inference","Module 6: Where does the Margin of Error come from in Polls?"
"i4x-Medicine-HRP258-videoalpha-9b50ae14f1db4c64b2c12aadad625b7c","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 6: P-value pitfalls: Correlation is not Causation"
"i4x-Medicine-HRP258-videoalpha-9b50ae14f1db4c64b2c12aadad625b7c","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 6: P-value pitfalls: Correlation is not Causation"
"i4x-Medicine-HRP258-videoalpha-2edeee740ccc4de4876e550cf8281035","Solutions","Unit 3 Solutions"
"i4x-Medicine-HRP258-videoalpha-2edeee740ccc4de4876e550cf8281035","Solutions","Unit 3 Solutions"
"i4x-Medicine-HRP258-videoalpha-ea7e25011fe3490e871230c9dbe4d7ae","Solutions","Unit 3 Solutions"
"i4x-Medicine-HRP258-videoalpha-ea7e25011fe3490e871230c9dbe4d7ae","Solutions","Unit 3 Solutions"
"i4x-Medicine-HRP258-videoalpha-ea7e25011fe3490e871230c9dbe4d7ae","Solutions","Unit 3 Solutions"
"i4x-Medicine-HRP258-videoalpha-ea7e25011fe3490e871230c9dbe4d7ae","Solutions","Unit 3 Solutions"
